Anlage_Energieträger,Anlagentyp,Leistung [kW],Anlage_Inbetriebnahme,Anlage_PLZ,Anlage_Ort,Anlage_Kanton
Photovoltaik,Integrierte Anlage,23.6,19.11.09,3116,Mühledorf,BE
Photovoltaik,Angebaute Anlage,23.6,14.12.11,6130,Willisau,LU
Photovoltaik,Angebaute Anlage,23.7,25.03.15,3432,Lützelflüh,BE
Photovoltaik,Integrierte Anlage,23.7,11.09.09,5603,Staufen,AG
Photovoltaik,Angebaute Anlage,23.7,15.05.11,2610,St-Imier,BE
Photovoltaik,Angebaute Anlage,23.8,09.12.13,1400,Yverdon,VD
Photovoltaik,Angebaute Anlage,23.8,29.02.12,3452,Gruenenmatt,BE
Photovoltaik,Angebaute Anlage,23.8,29.09.15,9657,Unterwasser,SG
Photovoltaik,Angebaute Anlage,23.9,05.05.10,6024,Hildisrieden,LU
Photovoltaik,Angebaute Anlage,23.9,28.11.13,8722,Kaltbrunn,SG
Photovoltaik,Integrierte Anlage,23.9,23.08.10,7260,Davos,GR
Photovoltaik,Angebaute Anlage,23.9,12.10.11,6222,Gunzwil,LU
Photovoltaik,Angebaute Anlage,23.9,30.09.15,7078,Lenzerheide,GR
Photovoltaik,Angebaute Anlage,23.9,11.11.13,3923,Törbel,VS
Photovoltaik,Angebaute Anlage,23.9,29.01.16,9514,Wuppenau,TG
Photovoltaik,Angebaute Anlage,24,01.12.11,3429,Höchstetten,BE
Photovoltaik,Angebaute Anlage,24,06.06.12,4856,Glashütten,AG
Photovoltaik,Integrierte Anlage,24,10.06.14,3295,Rüti bei Büren,BE
Photovoltaik,Integrierte Anlage,24,11.11.11,3770,Zweisimmen,BE
Photovoltaik,Angebaute Anlage,24,12.08.14,3421,Lyssach,BE
Photovoltaik,Angebaute Anlage,24,27.08.10,2002,Neuchâtel,NE
Photovoltaik,Angebaute Anlage,24,28.10.14,7078,Lenzerheide,GR
Photovoltaik,Angebaute Anlage,24,30.03.16,5732,Zetzwil,AG
Photovoltaik,Angebaute Anlage,24,26.09.12,6018,Buttisholz,LU
Photovoltaik,Angebaute Anlage,24,16.09.11,3425,Willadingen,BE
Photovoltaik,Integrierte Anlage,24,18.06.12,3624,Goldiwil,BE
Photovoltaik,Angebaute Anlage,24,28.11.11,5637,Beinwil,AG
Photovoltaik,Angebaute Anlage,24,07.10.11,1052,Le Mont,VD
Photovoltaik,Integrierte Anlage,24.1,29.08.17,7028,St. Peter,GR
Photovoltaik,Angebaute Anlage,24.1,25.11.11,7424,Präz,GR
Photovoltaik,Integrierte Anlage,24.1,18.12.11,3068,Utzigen,BE
Photovoltaik,Angebaute Anlage,24.1,20.04.12,6017,Ruswil,LU
Photovoltaik,Angebaute Anlage,24.2,19.08.10,8233,Bargen,SH
Photovoltaik,Angebaute Anlage,24.2,22.07.11,3638,Blumenstein,BE
Photovoltaik,Angebaute Anlage,24.2,01.02.08,8340,Hinwil,ZH
Photovoltaik,Integrierte Anlage,24.3,29.09.15,3785,Gsteig,BE
Photovoltaik,Angebaute Anlage,24.3,08.02.10,7402,Bonaduz,GR
Photovoltaik,Angebaute Anlage,24.3,05.08.11,9123,Nassen,SG
Photovoltaik,Angebaute Anlage,24.3,21.06.13,2350,Saignelégier,JU
Photovoltaik,Integrierte Anlage,24.3,29.05.09,2875,Montfaucon,JU
Photovoltaik,Angebaute Anlage,24.3,21.12.12,1595,Faoug,VD
Photovoltaik,Angebaute Anlage,24.3,26.03.15,6313,Menzingen,ZG
Photovoltaik,Angebaute Anlage,24.3,18.02.11,3550,Langnau,BE
Photovoltaik,Integrierte Anlage,24.3,30.09.16,3257,Ammerzwil,BE
Photovoltaik,Integrierte Anlage,24.3,15.03.13,3123,Belp,BE
Photovoltaik,Angebaute Anlage,24.4,31.07.15,8112,Otelfingen,ZH
Photovoltaik,Angebaute Anlage,24.4,11.07.12,9248,Bichwil,SG
Photovoltaik,Integrierte Anlage,24.4,12.12.11,3182,Ueberstorf,FR
Photovoltaik,Angebaute Anlage,24.4,26.09.12,9437,Marbach,SG
Photovoltaik,Integrierte Anlage,24.5,06.06.16,3613,Steffisburg,BE
Photovoltaik,Angebaute Anlage,24.5,01.05.09,9108,Gonten,AI
Photovoltaik,Angebaute Anlage,24.5,09.08.07,7145,Degen,GR
Photovoltaik,Angebaute Anlage,24.5,02.12.13,1785,Cressier,FR
Photovoltaik,Angebaute Anlage,24.5,30.12.13,1785,Cressier,FR
Photovoltaik,Angebaute Anlage,24.6,10.06.15,6173,Flühli,LU
Photovoltaik,Integrierte Anlage,24.6,27.11.09,1860,Aigle,VD
Photovoltaik,Angebaute Anlage,24.6,10.08.09,9243,Jonschwil,SG
Photovoltaik,Integrierte Anlage,24.6,21.02.12,3113,Rubigen,BE
Photovoltaik,Angebaute Anlage,24.6,16.12.11,8570,Weinfelden,TG
Photovoltaik,Angebaute Anlage,24.6,21.07.14,8492,Wila,ZH
Photovoltaik,Angebaute Anlage,24.7,16.12.11,1695,Villarlod,FR
Photovoltaik,Angebaute Anlage,24.7,12.07.11,9246,Niederbüren,SG
Photovoltaik,Angebaute Anlage,24.7,12.10.11,5420,Ehrendingen,AG
Photovoltaik,Angebaute Anlage,24.7,08.12.11,3432,Lützelflüh-Goldbach,BE
Photovoltaik,Angebaute Anlage,24.7,21.11.14,7250,Klosters,GR
Photovoltaik,Angebaute Anlage,24.7,15.05.12,9478,Azmoos,SG
Photovoltaik,Angebaute Anlage,24.7,21.12.11,3800,Interlaken,BE
Photovoltaik,Angebaute Anlage,24.8,12.12.14,6287,Aesch,LU
Photovoltaik,Angebaute Anlage,24.8,20.03.15,9434,Au,SG
Photovoltaik,Angebaute Anlage,24.8,31.07.12,3465,Dürrenroth,BE
Photovoltaik,Angebaute Anlage,24.8,25.08.15,8583,Donzhausen,TG
Photovoltaik,Integrierte Anlage,24.8,17.12.12,1714,Heitenried,FR
Photovoltaik,Angebaute Anlage,24.8,09.11.10,6830,Chiasso,TI
Photovoltaik,Angebaute Anlage,24.8,26.06.09,8844,Euthal,SZ
Photovoltaik,Angebaute Anlage,24.8,16.12.13,8217,Wilchingen,SH
Photovoltaik,Integrierte Anlage,24.8,25.11.10,8852,Altendorf,SZ
Photovoltaik,Integrierte Anlage,24.8,06.03.15,9642,Ebnat-Kappel,SG
Photovoltaik,Angebaute Anlage,24.8,15.12.11,1913,Saillon,VS
Photovoltaik,Angebaute Anlage,24.8,01.09.11,3362,Niederönz,BE
Photovoltaik,Angebaute Anlage,24.9,31.10.08,3205,Gümmenen,BE
Photovoltaik,Angebaute Anlage,24.9,20.04.11,6162,Finsterwald,LU
Photovoltaik,Angebaute Anlage,24.9,29.11.11,5044,Schlossrued,AG
Photovoltaik,Angebaute Anlage,24.9,13.11.12,9451,Kriessern,SG
Photovoltaik,Angebaute Anlage,25,24.06.15,5200,Brugg,AG
Photovoltaik,Angebaute Anlage,25,21.12.11,6373,Ennetbürgen,NW
Photovoltaik,Angebaute Anlage,25,21.12.10,4142,Münchenstein,BL
Photovoltaik,Angebaute Anlage,25,28.09.12,8636,Wald,ZH
Photovoltaik,Angebaute Anlage,25,26.07.12,6133,Hergiswil b. Willisau,LU
Photovoltaik,Angebaute Anlage,25,23.12.09,9312,Häggenschwil,SG
Photovoltaik,Angebaute Anlage,25,11.02.09,3656,Aeschlen,BE
Photovoltaik,Integrierte Anlage,25,04.07.12,8617,Mönchaltorf,ZH
Photovoltaik,Angebaute Anlage,25,21.12.11,1734,Tentlingen,FR
Photovoltaik,Integrierte Anlage,25,26.01.09,4144,Arlesheim,BL
Photovoltaik,Angebaute Anlage,25,01.02.12,4123,Allschwil,BL
Photovoltaik,Angebaute Anlage,25,26.08.11,9201,Gossau,SG
Photovoltaik,Freistehende Anlage,25,20.10.08,8500,Frauenfeld,TG
Photovoltaik,Angebaute Anlage,25.1,01.12.11,3713,Reichenbach,BE
Photovoltaik,Integrierte Anlage,25.1,28.02.12,4522,Rüttenen,SO
Photovoltaik,Angebaute Anlage,25.1,27.02.12,9323,Steinach,SG
Photovoltaik,Angebaute Anlage,25.2,17.06.13,8844,Euthal,SZ
Photovoltaik,Integrierte Anlage,25.2,25.06.08,2345,Le Cerneux-Veusil,JU
Photovoltaik,Angebaute Anlage,25.2,24.04.09,9608,Ganterschwil,SG
Photovoltaik,Angebaute Anlage,25.2,19.12.12,7106,Tenna,GR
Photovoltaik,Integrierte Anlage,25.2,26.09.06,5312,Döttingen,AG
Photovoltaik,Integrierte Anlage,25.2,10.06.10,2800,Delémont,JU
Photovoltaik,Angebaute Anlage,25.2,22.05.14,9453,Eichberg,SG
Photovoltaik,Integrierte Anlage,25.2,29.05.13,3476,Oschwand,BE
Photovoltaik,Integrierte Anlage,25.2,30.09.10,3280,Murten,FR
Photovoltaik,Angebaute Anlage,25.2,10.04.12,3429,Hellsau,BE
Photovoltaik,Integrierte Anlage,25.3,15.06.09,9450,Altstätten,SG
Photovoltaik,Integrierte Anlage,25.3,12.05.10,1091,Grandvaux,VD
Photovoltaik,Integrierte Anlage,25.3,08.05.10,4814,Bottenwil,AG
Photovoltaik,Angebaute Anlage,25.3,23.03.11,1228,Plan-les-Ouates,GE
Photovoltaik,Angebaute Anlage,25.3,24.03.11,1228,Plan-les-Ouates,GE
Photovoltaik,Angebaute Anlage,25.4,22.03.16,6014,Luzern,LU
Photovoltaik,Angebaute Anlage,25.4,25.09.12,3018,Bern,BE
Photovoltaik,Angebaute Anlage,25.4,31.05.13,7562,Samnaun-Compatsch,GR
Photovoltaik,Angebaute Anlage,25.5,29.06.15,1203,Genf,GE
Photovoltaik,Angebaute Anlage,25.5,25.09.15,4922,Thunstetten,BE
Photovoltaik,Angebaute Anlage,25.5,22.09.15,9056,Gais,AR
Photovoltaik,Angebaute Anlage,25.5,01.12.08,4577,Hessigkofen,SO
Photovoltaik,Angebaute Anlage,25.5,20.09.12,3531,Oberthal,BE
Photovoltaik,Angebaute Anlage,25.5,28.09.12,3176,Neuenegg,BE
Photovoltaik,Angebaute Anlage,25.5,28.02.12,7205,Zizers,GR
Photovoltaik,Integrierte Anlage,25.5,26.09.12,1410,Thierrens,VD
Photovoltaik,Angebaute Anlage,25.5,27.04.12,4934,Madiswil,BE
Photovoltaik,Angebaute Anlage,25.5,29.11.13,6317,Oberwil bei Zug,ZG
Photovoltaik,Integrierte Anlage,25.6,30.09.10,8867,Niederurnen,GL
Photovoltaik,Integrierte Anlage,25.6,03.04.12,9032,Engelburg,SG
Photovoltaik,Integrierte Anlage,25.6,14.02.11,5027,Herznach,AG
Photovoltaik,Angebaute Anlage,25.6,10.10.11,9050,Appenzell,AI
Photovoltaik,Angebaute Anlage,25.6,21.09.17,8259,Rheinklingen,TG
Photovoltaik,Angebaute Anlage,25.7,22.11.11,3088,Oberbütschel,BE
Photovoltaik,Integrierte Anlage,25.7,24.12.11,3088,Rüeggisberg,BE
Photovoltaik,Integrierte Anlage,25.7,12.12.09,4585,Biezwil,SO
Photovoltaik,Integrierte Anlage,25.7,28.10.11,2416,Les Brenets,NE
Photovoltaik,Angebaute Anlage,25.7,13.12.12,8962,Bergdietikon,AG
Photovoltaik,Angebaute Anlage,25.7,25.03.15,7433,Donat,GR
Photovoltaik,Integrierte Anlage,25.7,23.02.12,3174,Thörishaus,BE
Photovoltaik,Integrierte Anlage,25.7,19.12.14,3049,Säriswil,BE
Photovoltaik,Integrierte Anlage,25.8,21.08.09,8725,Ernetschwil,SG
Photovoltaik,Angebaute Anlage,25.8,26.07.11,4057,Basel,BS
Photovoltaik,Angebaute Anlage,25.8,26.07.16,7447,Avers-Puent,GR
Photovoltaik,Angebaute Anlage,25.8,25.06.08,8586,Engishofen,TG
Photovoltaik,Integrierte Anlage,25.8,06.12.13,3432,Lützelflüh,BE
Photovoltaik,Integrierte Anlage,25.8,13.09.12,3086,Zimmerwald,BE
Photovoltaik,Angebaute Anlage,25.8,13.12.11,6213,Knutwil,LU
Photovoltaik,Angebaute Anlage,25.8,01.01.15,8718,Schänis,SG
Photovoltaik,Angebaute Anlage,25.9,31.12.12,3425,Willadingen,BE
Photovoltaik,Angebaute Anlage,25.9,26.10.11,8479,Altikon,ZH
Photovoltaik,Angebaute Anlage,25.9,06.04.11,8252,Schlatt,TG
Photovoltaik,Angebaute Anlage,25.9,01.07.08,6314,Unterägeri,ZG
Photovoltaik,Angebaute Anlage,25.9,18.06.14,6244,Nebikon,LU
Photovoltaik,Angebaute Anlage,25.9,20.07.09,8499,Sternenberg,ZH
Photovoltaik,Angebaute Anlage,25.9,14.03.08,8280,Kreuzlingen,TG
Photovoltaik,Angebaute Anlage,25.9,13.12.13,5224,Bözberg,AG
Photovoltaik,Angebaute Anlage,25.9,22.08.12,9613,Mühlrüti,SG
Photovoltaik,Angebaute Anlage,26,21.06.10,3612,Steffisburg,BE
Photovoltaik,Angebaute Anlage,26,15.11.12,8468,Guntalingen,ZH
Photovoltaik,Integrierte Anlage,26,03.08.12,6016,Hellbühl,LU
Photovoltaik,Angebaute Anlage,26,26.09.13,8226,Schleitheim,SH
Photovoltaik,Angebaute Anlage,26,18.12.13,6053,Alpnachstad,OW
Photovoltaik,Angebaute Anlage,26,01.10.10,7228,Schuders,GR
Photovoltaik,Angebaute Anlage,26,04.11.13,6147,Altbüron,LU
Photovoltaik,Angebaute Anlage,26,25.08.11,7232,Furna,GR
Photovoltaik,Angebaute Anlage,26.1,28.05.10,2054,Les Vieux-Prés,NE
Photovoltaik,Angebaute Anlage,26.1,23.09.16,3027,Bern,BE
Photovoltaik,Angebaute Anlage,26.1,17.03.15,9502,Braunau,TG
Photovoltaik,Angebaute Anlage,26.2,26.03.15,5646,Abtwil,AG
Photovoltaik,Angebaute Anlage,26.2,07.10.11,4814,Bottenwil,AG
Photovoltaik,Angebaute Anlage,26.3,23.12.11,6287,Aesch,LU
Photovoltaik,Integrierte Anlage,26.3,25.09.12,3672,Oberdiessbach,BE
Photovoltaik,Angebaute Anlage,26.3,18.10.11,4556,Aeschi,SO
Photovoltaik,Angebaute Anlage,26.3,02.04.09,8584,Opfershofen,TG
Photovoltaik,Angebaute Anlage,26.3,15.12.10,7546,Ardez,GR
Photovoltaik,Integrierte Anlage,26.3,27.05.09,2300,La Chaux-de-Fonds,NE
Photovoltaik,Angebaute Anlage,26.4,24.03.14,1023,Crissier,VD
Photovoltaik,Angebaute Anlage,26.4,26.07.07,4142,Münchenstein,BL
Photovoltaik,Angebaute Anlage,26.4,31.10.08,7240,Kueblis,GR
Photovoltaik,Angebaute Anlage,26.4,09.06.10,8114,Dänikon,ZH
Photovoltaik,Angebaute Anlage,26.4,16.07.09,8400,Winterthur,ZH
Photovoltaik,Integrierte Anlage,26.4,08.11.11,3044,Innerberg,BE
Photovoltaik,Angebaute Anlage,26.4,10.05.11,1948,Lourtier,VS
Photovoltaik,Integrierte Anlage,26.4,19.05.11,3225,Müntschemier,BE
Photovoltaik,Angebaute Anlage,26.4,23.03.15,9306,Freidorf,TG
Photovoltaik,Angebaute Anlage,26.4,21.12.11,4543,Deitingen,SO
Photovoltaik,Integrierte Anlage,26.5,23.01.15,8175,Schüpfheim bei Windlach,ZH
Photovoltaik,Angebaute Anlage,26.5,22.06.17,3663,Gurzelen,BE
Photovoltaik,Angebaute Anlage,26.5,26.09.12,3966,Chalais,VS
Photovoltaik,Integrierte Anlage,26.5,10.02.09,1552,Trey,VD
Photovoltaik,Angebaute Anlage,26.5,09.01.09,5063,Wölflinswil,AG
Photovoltaik,Angebaute Anlage,26.5,16.12.11,5106,Veltheim,AG
Photovoltaik,Integrierte Anlage,26.5,29.08.12,1486,Vuissens,FR
Photovoltaik,Angebaute Anlage,26.5,17.04.14,3612,Steffisburg,BE
Photovoltaik,Angebaute Anlage,26.5,13.12.13,8302,Kloten,ZH
Photovoltaik,Angebaute Anlage,26.5,19.06.14,6197,Schangnau,BE
Photovoltaik,Angebaute Anlage,26.5,21.03.16,6197,Schangnau,BE
Photovoltaik,Angebaute Anlage,26.5,22.09.16,3900,Brig,VS
Photovoltaik,Angebaute Anlage,26.5,22.05.14,9453,Eichberg,SG
Photovoltaik,Integrierte Anlage,26.6,23.09.12,3634,Thierachern,BE
Photovoltaik,Integrierte Anlage,26.6,30.08.12,9050,Appenzell,AI
Photovoltaik,Angebaute Anlage,26.6,28.11.11,2902,Fontenais,JU
Photovoltaik,Angebaute Anlage,26.6,13.11.07,2577,Siselen,BE
Photovoltaik,Angebaute Anlage,26.6,20.12.11,7240,Küblis,GR
Photovoltaik,Angebaute Anlage,26.6,14.10.11,3309,Kernenried,BE
Photovoltaik,Angebaute Anlage,26.6,22.09.11,8408,Winterthur,ZH
Photovoltaik,Integrierte Anlage,26.7,04.10.07,9452,Hinterforst,SG
Photovoltaik,Angebaute Anlage,26.7,07.12.11,6222,Gunzwil,LU
Photovoltaik,Angebaute Anlage,26.7,30.12.12,2545,Selzach,SO
Photovoltaik,Angebaute Anlage,26.7,26.03.15,8634,Hombrechtikon,ZH
Photovoltaik,Angebaute Anlage,26.8,19.09.11,6133,Hergiswil b. Willisau,LU
Photovoltaik,Integrierte Anlage,26.8,09.12.11,3267,Seedorf,BE
Photovoltaik,Angebaute Anlage,26.9,19.06.09,1228,Plan-les-Ouates,GE
Photovoltaik,Integrierte Anlage,26.9,10.05.10,1219,Le Lignon,GE
Photovoltaik,Angebaute Anlage,26.9,22.01.15,6284,Gelfingen,LU
Photovoltaik,Angebaute Anlage,26.9,11.02.16,6023,Rothenburg,LU
Photovoltaik,Angebaute Anlage,26.9,30.05.08,1773,Lechelles,FR
Photovoltaik,Angebaute Anlage,26.9,28.01.08,3086,Zimmerwald,BE
Photovoltaik,Angebaute Anlage,26.9,01.03.08,5085,Sulz,AG
Photovoltaik,Angebaute Anlage,26.9,01.12.11,3553,Gohl (BE),BE
Photovoltaik,Integrierte Anlage,26.9,28.03.12,3665,Wattenwil,BE
Photovoltaik,Angebaute Anlage,26.9,28.09.15,8280,Kreuzlingen,TG
Photovoltaik,Integrierte Anlage,27,28.09.12,4932,Gutenburg,BE
Photovoltaik,Integrierte Anlage,27,15.05.09,3365,Grasswil,BE
Photovoltaik,Angebaute Anlage,27,29.09.12,4563,Gerlafingen,SO
Photovoltaik,Integrierte Anlage,27,19.07.13,3205,Gümmenen,BE
Photovoltaik,Angebaute Anlage,27,05.12.11,8055,Zürich,ZH
Photovoltaik,Integrierte Anlage,27,16.12.11,3110,Münsingen,BE
Photovoltaik,Angebaute Anlage,27,27.01.12,5063,Wölflinswil,AG
Photovoltaik,Integrierte Anlage,27,30.07.12,3034,Murzelen,BE
Photovoltaik,Angebaute Anlage,27,29.11.11,3400,Burgdorf,BE
Photovoltaik,Angebaute Anlage,27,23.12.11,9500,Wil,SG
Photovoltaik,Angebaute Anlage,27,21.12.11,3095,Spiegel b.Bern,BE
Photovoltaik,Angebaute Anlage,27,13.04.11,6060,Sarnen,OW
Photovoltaik,Angebaute Anlage,27.1,08.09.16,9108,Gonten,AI
Photovoltaik,Integrierte Anlage,27.1,25.09.12,3672,Oberdiessbach,BE
Photovoltaik,Angebaute Anlage,27.1,01.04.09,1588,Cudrefin,VD
Photovoltaik,Angebaute Anlage,27.1,23.12.09,9473,Gams,SG
Photovoltaik,Integrierte Anlage,27.1,20.12.11,9205,Waldkirch,SG
Photovoltaik,Angebaute Anlage,27.2,12.11.10,5465,Mellikon,AG
Photovoltaik,Integrierte Anlage,27.3,20.12.12,3904,Naters,VS
Photovoltaik,Angebaute Anlage,27.3,30.03.09,1428,Provence,VD
Photovoltaik,Integrierte Anlage,27.3,31.05.10,6019,Sigigen,LU
Photovoltaik,Angebaute Anlage,27.3,25.03.15,7242,Luzein,GR
Photovoltaik,Angebaute Anlage,27.3,27.03.15,3373,Röthenbach,BE
Photovoltaik,Angebaute Anlage,27.4,21.11.11,4132,Muttenz,BL
Photovoltaik,Angebaute Anlage,27.4,06.08.13,3700,Spiez,BE
Photovoltaik,Angebaute Anlage,27.4,10.12.11,8495,Schmidrüti,ZH
Photovoltaik,Angebaute Anlage,27.4,05.02.15,7130,Ilanz,GR
Photovoltaik,Integrierte Anlage,27.4,08.11.11,8802,Kilchberg,ZH
Photovoltaik,Integrierte Anlage,27.5,19.12.11,7106,Tenna,GR
Photovoltaik,Integrierte Anlage,27.5,01.10.12,1966,Ayent,VS
Photovoltaik,Angebaute Anlage,27.5,29.09.09,6274,Eschenbach,LU
Photovoltaik,Angebaute Anlage,27.5,25.03.15,7146,Vattiz,GR
Photovoltaik,Angebaute Anlage,27.5,09.12.14,4448,Läufelfingen,BL
Photovoltaik,Angebaute Anlage,27.5,29.08.12,5064,Wittnau,AG
Photovoltaik,Angebaute Anlage,27.5,06.11.12,8832,Wollerau,SZ
Photovoltaik,Angebaute Anlage,27.6,02.05.14,9402,Mörschwil,SG
Photovoltaik,Integrierte Anlage,27.6,18.08.09,1163,Etoy,VD
Photovoltaik,Integrierte Anlage,27.6,20.06.12,9205,Waldkirch,SG
Photovoltaik,Angebaute Anlage,27.6,26.04.11,8352,Elsau,ZH
Photovoltaik,Angebaute Anlage,27.7,22.05.15,9306,Freidorf,TG
Photovoltaik,Angebaute Anlage,27.7,22.12.11,1196,Gland,VD
Photovoltaik,Angebaute Anlage,27.7,06.12.11,4565,Recherswil,SO
Photovoltaik,Angebaute Anlage,27.7,12.11.10,8476,Unterstammheim,ZH
Photovoltaik,Angebaute Anlage,27.7,28.06.11,9212,Arnegg,SG
Photovoltaik,Angebaute Anlage,27.7,12.07.11,9246,Niederbüren,SG
Photovoltaik,Angebaute Anlage,27.7,30.04.12,9613,Mühlrüti,SG
Photovoltaik,Angebaute Anlage,27.7,21.12.12,7272,Davos Clavadel,GR
Photovoltaik,Integrierte Anlage,27.7,15.12.09,5024,Küttigen,AG
Photovoltaik,Angebaute Anlage,27.7,21.12.11,5112,Thalheim,AG
Photovoltaik,Angebaute Anlage,27.8,11.08.08,7212,Seewis Dorf,GR
Photovoltaik,Angebaute Anlage,27.8,18.08.14,4450,Sissach,BL
Photovoltaik,Angebaute Anlage,27.8,06.07.12,8926,Kappel am Albis,ZH
Photovoltaik,Angebaute Anlage,27.8,23.03.15,5062,Oberhof,AG
Photovoltaik,Angebaute Anlage,27.8,28.02.12,4143,Dornach,SO
Photovoltaik,Angebaute Anlage,27.8,15.02.12,9014,St. Gallen,SG
Photovoltaik,Integrierte Anlage,27.9,18.01.12,3672,Oberdiessbach,BE
Photovoltaik,Angebaute Anlage,27.9,23.12.08,1714,Heitenried,FR
Photovoltaik,Angebaute Anlage,27.9,06.10.08,9477,Trübbach,SG
Photovoltaik,Integrierte Anlage,27.9,29.11.11,3953,Leuk-Stadt,VS
Photovoltaik,Angebaute Anlage,27.9,25.11.11,6048,Horw,LU
Photovoltaik,Angebaute Anlage,28,13.09.11,5722,Gränichen,AG
Photovoltaik,Angebaute Anlage,28,09.12.09,6410,Goldau,SZ
Photovoltaik,Angebaute Anlage,28,25.11.09,6274,Eschenbach,LU
Photovoltaik,Angebaute Anlage,28,28.09.12,1176,Saint-Livres,VD
Photovoltaik,Angebaute Anlage,28,02.01.15,8574,Illighausen,TG
Photovoltaik,Angebaute Anlage,28,14.11.11,3203,Buttenried,BE
Photovoltaik,Integrierte Anlage,28,15.12.11,3770,Zweisimmen,BE
Photovoltaik,Angebaute Anlage,28,27.09.12,6022,Grosswangen,LU
Photovoltaik,Angebaute Anlage,28,10.07.15,6287,Aesch LU,LU
Photovoltaik,Angebaute Anlage,28.1,14.06.13,9410,Heiden,AR
Photovoltaik,Angebaute Anlage,28.1,16.12.13,1217,Meyrin,GE
Photovoltaik,Angebaute Anlage,28.1,21.10.14,9036,Grub,SG
Photovoltaik,Integrierte Anlage,28.1,26.06.15,7320,Sargans,SG
Photovoltaik,Angebaute Anlage,28.1,29.09.15,3077,Enggistein,BE
Photovoltaik,Integrierte Anlage,28.1,01.06.15,6125,Menzberg,LU
Photovoltaik,Integrierte Anlage,28.1,18.07.12,8585,Birwinken,TG
Photovoltaik,Angebaute Anlage,28.1,14.03.08,9305,Berg,SG
Photovoltaik,Angebaute Anlage,28.1,05.12.13,9422,Staad,SG
Photovoltaik,Integrierte Anlage,28.1,13.12.13,3034,Murzelen,BE
Photovoltaik,Angebaute Anlage,28.1,27.09.12,8630,Rüti,ZH
Photovoltaik,Angebaute Anlage,28.1,23.12.11,3433,Schwanden,BE
Photovoltaik,Angebaute Anlage,28.1,02.11.11,3704,Krattigen,BE
Photovoltaik,Angebaute Anlage,28.1,29.02.12,9105,Schönengrund,AR
Photovoltaik,Angebaute Anlage,28.2,23.12.13,5103,Möriken,AG
Photovoltaik,Angebaute Anlage,28.2,27.02.12,3998,Reckingen,VS
Photovoltaik,Angebaute Anlage,28.2,02.11.09,1862,Les Mosses,VD
Photovoltaik,Angebaute Anlage,28.2,29.11.11,1422,Grandson,VD
Photovoltaik,Integrierte Anlage,28.2,01.06.09,3043,Uettligen,BE
Photovoltaik,Angebaute Anlage,28.2,21.10.11,7000,Chur,GR
Photovoltaik,Angebaute Anlage,28.2,11.10.11,8604,Volketswil,ZH
Photovoltaik,Angebaute Anlage,28.2,08.07.11,5040,Schöftland,AG
Photovoltaik,Angebaute Anlage,28.2,29.07.11,2544,Bettlach,SO
Photovoltaik,Angebaute Anlage,28.2,30.11.11,8370,Sirnach,TG
Photovoltaik,Angebaute Anlage,28.2,08.12.11,8460,Marthalen,ZH
Photovoltaik,Angebaute Anlage,28.2,07.11.13,9064,Hundwil,AR
Photovoltaik,Angebaute Anlage,28.3,30.09.15,8374,Dussnang,TG
Photovoltaik,Angebaute Anlage,28.3,18.12.12,8706,Meilen,ZH
Photovoltaik,Angebaute Anlage,28.3,06.10.09,9451,Kriessern,SG
Photovoltaik,Angebaute Anlage,28.3,29.09.12,9613,Mühlrüti,SG
Photovoltaik,Angebaute Anlage,28.3,13.07.12,3538,Röthenbach i. E.,BE
Photovoltaik,Angebaute Anlage,28.3,14.10.13,8157,Dielsdorf,ZH
Photovoltaik,Angebaute Anlage,28.4,01.11.14,3367,Thörigen,BE
Photovoltaik,Angebaute Anlage,28.4,18.12.09,6472,Erstfeld,UR
Photovoltaik,Angebaute Anlage,28.4,18.12.13,6512,Giubiasco,TI
Photovoltaik,Angebaute Anlage,28.4,04.07.12,7027,Calfreisen,GR
Photovoltaik,Angebaute Anlage,28.4,06.10.11,4565,Recherswil,SO
Photovoltaik,Angebaute Anlage,28.4,21.12.11,3432,Lützelflüh-Goldbach,BE
Photovoltaik,Angebaute Anlage,28.4,17.10.14,9114,Hoffeld,SG
Photovoltaik,Angebaute Anlage,28.4,24.03.15,8896,Flumserberg Bergheim,SG
Photovoltaik,Integrierte Anlage,28.5,20.06.12,6390,Engelberg,OW
Photovoltaik,Angebaute Anlage,28.6,25.03.15,8584,Opfershofen,TG
Photovoltaik,Angebaute Anlage,28.6,12.03.15,9220,Bischofszell,TG
Photovoltaik,Angebaute Anlage,28.6,07.09.11,9200,Gossau,SG
Photovoltaik,Angebaute Anlage,28.6,13.11.14,9016,St. Gallen,SG
Photovoltaik,Angebaute Anlage,28.6,13.11.14,9016,St. Gallen,SG
Photovoltaik,Angebaute Anlage,28.6,08.01.09,8374,Dussnang,TG
Photovoltaik,Integrierte Anlage,28.6,17.12.13,8524,Buch bei Frauenfeld,TG
Photovoltaik,Angebaute Anlage,28.6,27.03.14,7459,Stierva,GR
Photovoltaik,Angebaute Anlage,28.6,26.09.16,6102,Malters,LU
Photovoltaik,Angebaute Anlage,28.6,28.04.14,4434,Hölstein,BL
Photovoltaik,Angebaute Anlage,28.6,27.03.15,6122,Menznau,LU
Photovoltaik,Angebaute Anlage,28.6,09.09.13,3063,Ittigen,BE
Photovoltaik,Integrierte Anlage,28.7,15.05.08,3176,Neuenegg,BE
