Anlage_Energieträger,Anlagentyp,Leistung [kW],Anlage_Inbetriebnahme,Anlage_PLZ,Anlage_Ort,Anlage_Kanton
Photovoltaik,Angebaute Anlage,71.4,20.12.11,4617,Gunzgen,SO
Photovoltaik,Angebaute Anlage,71.5,26.11.14,8240,Thayngen,SH
Photovoltaik,Angebaute Anlage,71.6,03.10.13,3645,Gwatt,BE
Photovoltaik,Angebaute Anlage,71.7,29.05.09,9526,Zuckenriet,SG
Photovoltaik,Angebaute Anlage,71.7,02.12.10,3475,Riedtwil,BE
Photovoltaik,Angebaute Anlage,71.7,26.11.13,9203,Niederwil,SG
Photovoltaik,Angebaute Anlage,71.8,30.10.10,9402,Mörschwil,SG
Photovoltaik,Integrierte Anlage,71.8,19.12.13,3298,Oberwil bei Büren,BE
Photovoltaik,Angebaute Anlage,71.8,31.07.14,3946,Turtmann,VS
Photovoltaik,Integrierte Anlage,71.9,30.09.12,2747,Corcelles,BE
Photovoltaik,Angebaute Anlage,71.9,01.06.12,6415,Arth,SZ
Photovoltaik,Angebaute Anlage,71.9,13.03.17,9502,Braunau,TG
Photovoltaik,Angebaute Anlage,72,07.03.13,6017,Ruswil,LU
Photovoltaik,Angebaute Anlage,72,10.12.10,7433,Donat,GR
Photovoltaik,Angebaute Anlage,72,28.09.16,5610,Wohlen,AG
Photovoltaik,Angebaute Anlage,72,15.12.11,3994,Lax,VS
Photovoltaik,Angebaute Anlage,72.1,20.11.14,9056,Gais,AR
Photovoltaik,Integrierte Anlage,72.2,23.08.16,3116,Mühledorf,BE
Photovoltaik,Angebaute Anlage,72.4,28.12.11,3268,Lobsigen,BE
Photovoltaik,Angebaute Anlage,72.4,13.07.13,9565,Oberbussnang,TG
Photovoltaik,Angebaute Anlage,72.4,30.09.14,6210,Sursee,LU
Photovoltaik,Angebaute Anlage,72.4,29.07.11,8152,Opfikon,ZH
Photovoltaik,Angebaute Anlage,72.6,02.04.09,9038,Rehetobel,AR
Photovoltaik,Angebaute Anlage,72.6,02.07.15,8816,Hirzel,ZH
Photovoltaik,Integrierte Anlage,72.7,15.08.08,8896,Flumserberg,SG
Photovoltaik,Angebaute Anlage,72.8,05.07.11,6215,Beromünster,LU
Photovoltaik,Angebaute Anlage,72.8,25.09.15,7146,Vattiz,GR
Photovoltaik,Integrierte Anlage,72.8,10.06.11,3673,Linden,BE
Photovoltaik,Angebaute Anlage,72.8,28.01.15,3176,Neuenegg,BE
Photovoltaik,Angebaute Anlage,72.9,14.10.11,8280,Kreuzlingen,TG
Photovoltaik,Angebaute Anlage,72.9,14.06.13,4460,Gelterkinden,BL
Photovoltaik,Angebaute Anlage,73,15.12.11,3294,Büren an der Aare,BE
Photovoltaik,Angebaute Anlage,73,28.09.12,5637,Geltwil,AG
Photovoltaik,Integrierte Anlage,73.1,24.09.15,3416,Affoltern,BE
Photovoltaik,Angebaute Anlage,73.1,30.03.16,6340,Baar,ZG
Photovoltaik,Integrierte Anlage,73.1,21.06.11,3911,Ried-Brig,VS
Photovoltaik,Angebaute Anlage,73.2,12.08.13,6064,Kerns,OW
Photovoltaik,Integrierte Anlage,73.4,01.11.11,1717,St. Ursen,FR
Photovoltaik,Angebaute Anlage,73.4,21.11.11,4616,Kappel,SO
Photovoltaik,Angebaute Anlage,73.4,21.11.11,4616,Kappel,SO
Photovoltaik,Angebaute Anlage,73.4,21.06.13,8353,Elgg,ZH
Photovoltaik,Angebaute Anlage,73.5,20.12.11,8412,Aesch bei Neftenbach,ZH
Photovoltaik,Angebaute Anlage,73.5,25.07.12,3053,Deisswil,BE
Photovoltaik,Angebaute Anlage,73.6,12.10.11,8335,Hittnau,ZH
Photovoltaik,Integrierte Anlage,73.9,13.04.10,1188,Gimel,VD
Photovoltaik,Angebaute Anlage,73.9,08.12.11,8332,Russikon,ZH
Photovoltaik,Integrierte Anlage,74,13.08.09,6262,Langnau,LU
Photovoltaik,Angebaute Anlage,74,20.06.11,4629,Fulenbach,SO
Photovoltaik,Angebaute Anlage,74.1,14.12.13,1634,La Roche,FR
Photovoltaik,Angebaute Anlage,74.2,14.09.15,8524,Uesslingen,TG
Photovoltaik,Angebaute Anlage,74.2,04.07.17,6060,Sarnen,OW
Photovoltaik,Angebaute Anlage,74.3,12.12.11,8508,Homburg,TG
Photovoltaik,Angebaute Anlage,74.3,09.12.11,4410,Liestal,BL
Photovoltaik,Angebaute Anlage,74.3,17.06.11,6133,Hergiswil b. Willisau,LU
Photovoltaik,Angebaute Anlage,74.4,16.09.15,8840,Trachslau,SZ
Photovoltaik,Angebaute Anlage,74.4,02.12.09,8703,Erlenbach,ZH
Photovoltaik,Angebaute Anlage,74.4,24.03.11,9200,Gossau,SG
Photovoltaik,Angebaute Anlage,74.4,01.10.14,8762,Schwanden,GL
Photovoltaik,Angebaute Anlage,74.4,13.03.13,6215,Beromünster,LU
Photovoltaik,Angebaute Anlage,74.5,01.10.11,8340,Hinwil,ZH
Photovoltaik,Integrierte Anlage,74.5,18.09.12,6222,Gunzwil,LU
Photovoltaik,Angebaute Anlage,74.6,01.09.08,8224,Löhningen,SH
Photovoltaik,Angebaute Anlage,74.6,18.11.10,1526,Cremin,VD
Photovoltaik,Angebaute Anlage,74.6,28.06.12,9434,Au,SG
Photovoltaik,Angebaute Anlage,74.6,25.08.14,7056,Molinis,GR
Photovoltaik,Angebaute Anlage,74.7,18.04.11,5622,Waltenschwil,AG
Photovoltaik,Integrierte Anlage,74.8,19.12.14,8264,Eschenz,TG
Photovoltaik,Angebaute Anlage,74.8,23.03.15,9601,Lütisburg-Station,SG
Photovoltaik,Angebaute Anlage,74.9,10.11.14,4543,Deitingen,SO
Photovoltaik,Integrierte Anlage,74.9,12.05.16,8372,Wiezikon b. Sirnach,TG
Photovoltaik,Angebaute Anlage,75,28.02.12,8606,Greifensee,ZH
Photovoltaik,Angebaute Anlage,75,13.09.12,3664,Burgistein,BE
Photovoltaik,Angebaute Anlage,75,19.09.13,7260,Davos Dorf,GR
Photovoltaik,Integrierte Anlage,75.1,20.11.13,6162,Rengg,LU
Photovoltaik,Integrierte Anlage,75.2,23.12.11,5076,Bözen,AG
Photovoltaik,Angebaute Anlage,75.2,30.09.14,6210,Sursee,LU
Photovoltaik,Angebaute Anlage,75.5,13.05.15,9053,Teufen,AR
Photovoltaik,Angebaute Anlage,75.6,04.12.13,5644,Auw,AG
Photovoltaik,Angebaute Anlage,75.7,22.12.09,6105,Schachen,LU
Photovoltaik,Angebaute Anlage,75.7,03.12.14,7746,Le Prese,GR
Photovoltaik,Angebaute Anlage,75.8,11.07.11,4466,Ormalingen,BL
Photovoltaik,Angebaute Anlage,76,27.03.15,3625,Heiligenschwendi,BE
Photovoltaik,Angebaute Anlage,76,18.12.10,1251,Gy,GE
Photovoltaik,Angebaute Anlage,76,03.01.15,3293,Dotzigen,BE
Photovoltaik,Angebaute Anlage,76.1,27.02.12,5712,Beinwil am See,AG
Photovoltaik,Angebaute Anlage,76.1,26.10.11,3778,Schönried,BE
Photovoltaik,Angebaute Anlage,76.1,24.06.15,6025,Neudorf,LU
Photovoltaik,Integrierte Anlage,76.3,14.09.12,3619,Eriz,BE
Photovoltaik,Angebaute Anlage,76.3,27.08.09,6214,Schenkon,LU
Photovoltaik,Angebaute Anlage,76.4,27.03.15,4522,Rüttenen,SO
Photovoltaik,Integrierte Anlage,76.4,21.03.12,9205,Waldkirch,SG
Photovoltaik,Angebaute Anlage,76.4,07.08.14,9242,Oberuzwil,SG
Photovoltaik,Angebaute Anlage,76.4,15.12.11,2053,Cernier,NE
Photovoltaik,Angebaute Anlage,76.6,12.11.10,8700,Küsnacht,ZH
Photovoltaik,Angebaute Anlage,76.9,18.04.12,8607,Aathal-Seegräben,ZH
Photovoltaik,Angebaute Anlage,77.1,29.09.12,1418,Vuarrens,VD
Photovoltaik,Angebaute Anlage,77.2,12.11.11,6122,Menznau,LU
Photovoltaik,Angebaute Anlage,77.2,26.07.11,8820,Wädenswil,ZH
Photovoltaik,Angebaute Anlage,77.2,30.09.15,3077,Enggistein,BE
Photovoltaik,Angebaute Anlage,77.2,24.06.12,3439,Ranflüh,BE
Photovoltaik,Angebaute Anlage,77.4,16.12.12,8627,Grüningen,ZH
Photovoltaik,Angebaute Anlage,77.4,31.03.16,8553,Hüttlingen,TG
Photovoltaik,Integrierte Anlage,77.5,20.11.11,3671,Herbligen,BE
Photovoltaik,Integrierte Anlage,77.5,30.11.13,5107,Schinznach-Dorf,AG
Photovoltaik,Angebaute Anlage,77.5,05.05.14,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,77.5,05.05.14,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,77.6,16.08.12,1926,Fully,VS
Photovoltaik,Freistehende Anlage,77.7,07.12.11,9604,Lütisburg,SG
Photovoltaik,Angebaute Anlage,77.8,04.12.13,8468,Guntalingen,ZH
Photovoltaik,Angebaute Anlage,77.8,03.07.12,7240,Küblis,GR
Photovoltaik,Angebaute Anlage,77.8,23.12.11,5413,Birmenstorf,AG
Photovoltaik,Angebaute Anlage,77.8,23.12.11,5413,Birmenstorf,AG
Photovoltaik,Angebaute Anlage,77.8,28.12.12,6018,Buttisholz,LU
Photovoltaik,Angebaute Anlage,77.9,29.11.11,7233,Jenaz,GR
Photovoltaik,Integrierte Anlage,78,01.11.11,1717,St. Ursen,FR
Photovoltaik,Angebaute Anlage,78,08.07.11,8512,Thundorf,TG
Photovoltaik,Angebaute Anlage,78,30.03.15,4522,Rüttenen,SO
Photovoltaik,Angebaute Anlage,78,30.03.15,4500,Solothurn,SO
Photovoltaik,Integrierte Anlage,78,14.12.13,4246,Wahlen,BL
Photovoltaik,Angebaute Anlage,78.1,02.01.15,8564,Sonterswil,TG
Photovoltaik,Angebaute Anlage,78.2,07.12.11,9200,Gossau,SG
Photovoltaik,Angebaute Anlage,78.2,28.12.11,3994,Lax,VS
Photovoltaik,Integrierte Anlage,78.3,25.09.15,2516,Lamboing,BE
Photovoltaik,Integrierte Anlage,78.3,25.09.15,2516,Lamboing,BE
Photovoltaik,Integrierte Anlage,78.3,07.05.08,6010,Kriens,LU
Photovoltaik,Integrierte Anlage,78.4,05.12.14,6300,Zug,ZG
Photovoltaik,Integrierte Anlage,78.4,22.12.11,1714,Heitenried,FR
Photovoltaik,Angebaute Anlage,78.4,31.10.14,8494,Bauma,ZH
Photovoltaik,Angebaute Anlage,78.4,20.08.12,6112,Doppleschwand,LU
Photovoltaik,Angebaute Anlage,78.4,13.03.15,2333,La Ferrière,BE
Photovoltaik,Angebaute Anlage,78.5,17.11.08,8890,Flums,SG
Photovoltaik,Angebaute Anlage,78.5,25.04.12,8707,Uetikon am See,ZH
Photovoltaik,Angebaute Anlage,78.5,05.12.14,6056,Kägiswil,OW
Photovoltaik,Angebaute Anlage,78.5,16.04.09,4133,Pratteln,BL
Photovoltaik,Angebaute Anlage,78.7,02.12.11,1400,Yverdon-les-bains,VD
Photovoltaik,Angebaute Anlage,78.7,31.07.15,6170,Schüpfheim,LU
Photovoltaik,Angebaute Anlage,78.8,01.11.11,8360,Eschlikon,TG
Photovoltaik,Integrierte Anlage,78.8,16.11.10,6430,Schwyz,SZ
Photovoltaik,Angebaute Anlage,79,15.05.08,1267,Vich,VD
Photovoltaik,Angebaute Anlage,79,11.06.15,6372,Ennetmoos,NW
Photovoltaik,Angebaute Anlage,79,18.03.15,8307,Bisikon,ZH
Photovoltaik,Angebaute Anlage,79.1,08.12.10,8162,Steinmaur,ZH
Photovoltaik,Angebaute Anlage,79.2,14.12.11,8222,Beringen,SH
Photovoltaik,Angebaute Anlage,79.2,26.08.08,1217,Meyrin,GE
Photovoltaik,Angebaute Anlage,79.2,09.05.14,8124,Maur,ZH
Photovoltaik,Angebaute Anlage,79.3,23.12.13,4914,Roggwil,BE
Photovoltaik,Integrierte Anlage,79.3,22.05.13,9044,Wald,AR
Photovoltaik,Angebaute Anlage,79.3,19.11.08,9413,Oberegg,AI
Photovoltaik,Angebaute Anlage,79.3,19.11.14,8560,Märstetten,TG
Photovoltaik,Angebaute Anlage,79.4,22.12.11,7204,Untervaz,GR
Photovoltaik,Angebaute Anlage,79.5,23.03.15,4469,Anwil,BL
Photovoltaik,Angebaute Anlage,79.6,30.06.15,1224,Genf,GE
Photovoltaik,Integrierte Anlage,79.6,06.06.12,1712,Tafers,FR
Photovoltaik,Angebaute Anlage,79.7,23.12.11,9434,Au,SG
Photovoltaik,Integrierte Anlage,79.8,01.11.11,8707,Uetikon,ZH
Photovoltaik,Integrierte Anlage,79.9,30.12.10,1042,Assens,VD
Photovoltaik,Freistehende Anlage,80,20.09.12,1971,Grimisuat,VS
Photovoltaik,Angebaute Anlage,80,27.09.11,8840,Einsiedeln,SZ
Photovoltaik,Integrierte Anlage,80,15.02.12,1580,Avenches,VD
Photovoltaik,Angebaute Anlage,80.1,28.09.12,7537,Müstair,GR
Photovoltaik,Angebaute Anlage,80.1,06.01.15,6063,Stalden,OW
Photovoltaik,Integrierte Anlage,80.1,20.07.12,6162,Entlebuch,LU
Photovoltaik,Angebaute Anlage,80.1,26.09.13,8524,Iselisberg,TG
Photovoltaik,Angebaute Anlage,80.1,01.04.14,9475,Sevelen,SG
Photovoltaik,Angebaute Anlage,80.2,30.09.13,8505,Pfyn,TG
Photovoltaik,Integrierte Anlage,80.3,23.12.13,4585,Biezwil,SO
Photovoltaik,Angebaute Anlage,80.3,05.09.14,7742,Poschiavo,GR
Photovoltaik,Angebaute Anlage,80.3,11.05.15,6154,Hofstatt,LU
Photovoltaik,Angebaute Anlage,80.3,21.12.12,2534,Orvin,BE
Photovoltaik,Angebaute Anlage,80.3,09.10.14,3635,Uebeschi,BE
Photovoltaik,Angebaute Anlage,80.4,18.12.12,7212,Seewis Dorf,GR
Photovoltaik,Angebaute Anlage,80.5,30.09.14,7310,Bad Ragaz,SG
Photovoltaik,Angebaute Anlage,80.6,28.12.11,8425,Oberembrach,ZH
Photovoltaik,Angebaute Anlage,80.6,22.12.09,1219,Le Lignon,GE
Photovoltaik,Angebaute Anlage,80.6,29.02.12,8957,Spreitenbach,AG
Photovoltaik,Integrierte Anlage,80.6,25.08.15,7208,Malans,GR
Photovoltaik,Angebaute Anlage,80.9,06.01.15,8739,Rieden,SG
Photovoltaik,Angebaute Anlage,81.1,02.08.13,5012,Eppenberg,SO
Photovoltaik,Integrierte Anlage,81.2,20.12.11,3204,Rosshäusern,BE
Photovoltaik,Angebaute Anlage,81.2,31.03.15,2556,Scheuren,BE
Photovoltaik,Integrierte Anlage,81.3,29.04.16,6074,Giswil,OW
Photovoltaik,Angebaute Anlage,81.5,12.03.15,8553,Hüttlingen,TG
Photovoltaik,Angebaute Anlage,81.5,15.12.11,4142,Münchenstein,BL
Photovoltaik,Angebaute Anlage,81.5,21.12.11,3400,Burgdorf,BE
Photovoltaik,Angebaute Anlage,81.6,15.12.11,9450,Altstätten,SG
Photovoltaik,Angebaute Anlage,81.6,01.10.12,1920,Martigny,VS
Photovoltaik,Angebaute Anlage,81.6,25.03.15,6034,Inwil,LU
Photovoltaik,Angebaute Anlage,81.6,23.12.11,1870,Monthey,VS
Photovoltaik,Integrierte Anlage,81.7,16.12.11,3703,Aeschi,BE
Photovoltaik,Integrierte Anlage,81.7,23.12.11,8404,Winterthur,ZH
Photovoltaik,Angebaute Anlage,81.8,20.12.11,6037,Root,LU
Photovoltaik,Angebaute Anlage,81.9,02.01.15,6374,Buochs,NW
Photovoltaik,Angebaute Anlage,81.9,23.12.13,1217,Meyrin,GE
Photovoltaik,Angebaute Anlage,82,23.12.11,6212,St. Erhard,LU
Photovoltaik,Integrierte Anlage,82.1,29.11.11,1428,Provence,VD
Photovoltaik,Angebaute Anlage,82.1,30.12.13,5643,Alikon / Sins,AG
Photovoltaik,Angebaute Anlage,82.1,27.07.12,6106,Werthenstein,LU
Photovoltaik,Angebaute Anlage,82.2,06.06.14,6023,Rothenburg,LU
Photovoltaik,Angebaute Anlage,82.2,25.09.15,6300,Zug,ZG
Photovoltaik,Angebaute Anlage,82.2,18.11.13,8593,Kesswil,TG
Photovoltaik,Angebaute Anlage,82.3,30.03.15,8824,Schönenberg,ZH
Photovoltaik,Angebaute Anlage,82.4,23.12.11,3922,Stalden,VS
Photovoltaik,Angebaute Anlage,82.4,23.12.11,3922,Stalden,VS
Photovoltaik,Integrierte Anlage,82.5,27.02.12,3313,Büren zum Hof,BE
Photovoltaik,Angebaute Anlage,82.5,11.11.11,9450,Altstätten,SG
Photovoltaik,Angebaute Anlage,82.5,06.07.11,9315,Winden,TG
Photovoltaik,Angebaute Anlage,82.5,17.11.14,3653,Oberhofen,BE
Photovoltaik,Integrierte Anlage,82.5,04.12.13,8903,Birmensdorf,ZH
Photovoltaik,Integrierte Anlage,82.6,30.12.11,8717,Benken,SG
Photovoltaik,Angebaute Anlage,82.6,05.05.14,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,82.6,05.05.14,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,82.7,22.10.14,2720,Tramelan,BE
Photovoltaik,Integrierte Anlage,82.7,14.10.10,2340,Le Noirmont,JU
Photovoltaik,Angebaute Anlage,82.8,26.08.11,5463,Wislikofen,AG
Photovoltaik,Angebaute Anlage,82.9,11.11.11,4713,Matzendorf,SO
Photovoltaik,Angebaute Anlage,83,10.11.11,6423,Seewen,SZ
Photovoltaik,Angebaute Anlage,83,28.10.08,2345,Le Cerneux-Veusil,JU
Photovoltaik,Angebaute Anlage,83.1,15.11.13,9323,Steinach,SG
Photovoltaik,Integrierte Anlage,83.2,20.12.11,1695,Villarlod,FR
Photovoltaik,Angebaute Anlage,83.2,06.11.12,7252,Klosters Dorf,GR
Photovoltaik,Angebaute Anlage,83.2,14.11.13,8309,Nürensdorf,ZH
Photovoltaik,Angebaute Anlage,83.2,22.07.16,8953,Dietikon,ZH
Photovoltaik,Angebaute Anlage,83.2,23.09.13,6245,Ebersecken,LU
Photovoltaik,Angebaute Anlage,83.3,08.12.11,5746,Walterswil,SO
Photovoltaik,Angebaute Anlage,83.4,31.10.13,7167,Zignau,GR
Photovoltaik,Angebaute Anlage,83.4,22.03.11,6016,Hellbühl,LU
Photovoltaik,Integrierte Anlage,83.6,27.12.10,1272,Genolier,VD
Photovoltaik,Integrierte Anlage,84,25.04.12,6210,Sursee,LU
Photovoltaik,Angebaute Anlage,84,26.09.11,1690,Villaz-St-Pierre,FR
Photovoltaik,Integrierte Anlage,84,01.05.14,3629,Kiesen,BE
Photovoltaik,Angebaute Anlage,84,09.12.11,4565,Recherswil,SO
Photovoltaik,Angebaute Anlage,84,10.10.14,7433,Farden,GR
Photovoltaik,Integrierte Anlage,84.1,04.10.10,4053,Basel,BS
Photovoltaik,Angebaute Anlage,84.2,05.09.11,9402,Mörschwil,SG
Photovoltaik,Integrierte Anlage,84.2,15.09.13,3932,Visperterminen,VS
Photovoltaik,Angebaute Anlage,84.2,30.09.14,7031,Laax,GR
Photovoltaik,Angebaute Anlage,84.2,16.06.15,9477,Trübbach,SG
Photovoltaik,Angebaute Anlage,84.2,26.03.15,6313,Menzingen,ZG
Photovoltaik,Angebaute Anlage,84.2,06.01.15,6221,Rickenbach,LU
Photovoltaik,Angebaute Anlage,84.3,05.01.15,8586,Engishofen,TG
Photovoltaik,Integrierte Anlage,84.4,19.12.13,8932,Mettmenstetten,ZH
Photovoltaik,Angebaute Anlage,84.5,30.01.09,9243,Jonschwil,SG
Photovoltaik,Angebaute Anlage,84.5,23.10.12,8104,Weiningen,ZH
Photovoltaik,Integrierte Anlage,84.5,04.09.12,3629,Kiesen,BE
Photovoltaik,Angebaute Anlage,84.8,12.10.11,8352,Ricketwil,ZH
Photovoltaik,Angebaute Anlage,84.8,14.12.16,5612,Villmergen,AG
Photovoltaik,Angebaute Anlage,85,29.07.11,3255,Rapperswil,BE
Photovoltaik,Angebaute Anlage,85,30.03.15,9464,Rüthi,SG
Photovoltaik,Angebaute Anlage,85,30.03.15,9464,Rüthi,SG
Photovoltaik,Angebaute Anlage,85.1,16.12.14,6030,Ebikon,LU
Photovoltaik,Angebaute Anlage,85.2,19.12.11,4132,Muttenz,BL
Photovoltaik,Angebaute Anlage,85.2,19.12.13,7493,Schmitten,GR
Photovoltaik,Angebaute Anlage,85.4,06.08.15,9205,Waldkirch,SG
Photovoltaik,Angebaute Anlage,85.5,17.09.12,4103,Bottmingen,BL
Photovoltaik,Angebaute Anlage,85.6,24.04.11,9473,Gams,SG
Photovoltaik,Angebaute Anlage,85.7,18.12.13,7745,Li Curt,GR
Photovoltaik,Angebaute Anlage,85.8,29.03.16,6343,Risch (ZG),ZG
Photovoltaik,Angebaute Anlage,85.8,31.03.16,1656,Jaun,FR
Photovoltaik,Angebaute Anlage,85.8,15.07.16,3293,Dotzigen,BE
Photovoltaik,Angebaute Anlage,85.8,23.03.15,9512,Rossrüti,SG
Photovoltaik,Angebaute Anlage,85.8,03.07.15,5615,Fahrwangen,AG
Photovoltaik,Angebaute Anlage,85.8,20.08.12,4142,Münchenstein,BL
Photovoltaik,Integrierte Anlage,85.9,23.11.12,6204,Sempach,LU
Photovoltaik,Angebaute Anlage,85.9,22.08.12,5015,Erlinsbach,SO
Photovoltaik,Angebaute Anlage,86,15.03.16,9245,Oberbüren,SG
Photovoltaik,Angebaute Anlage,86.1,09.12.11,3264,Diessbach,BE
Photovoltaik,Integrierte Anlage,86.2,23.12.11,3098,Köniz,BE
Photovoltaik,Angebaute Anlage,86.3,12.12.11,3054,Schüpfen,BE
Photovoltaik,Angebaute Anlage,86.4,23.12.09,3305,Iffwil,BE
Photovoltaik,Angebaute Anlage,86.4,16.04.13,6514,Sementina,TI
Photovoltaik,Angebaute Anlage,86.4,20.07.11,1217,Meyrin,GE
Photovoltaik,Angebaute Anlage,86.4,02.02.15,6218,Ettiswil,LU
Photovoltaik,Angebaute Anlage,86.4,11.08.15,4564,Zielebach,BE
Photovoltaik,Angebaute Anlage,86.5,11.09.11,8570,Weinfelden,TG
Photovoltaik,Angebaute Anlage,86.6,17.02.12,5430,Wettingen,AG
Photovoltaik,Angebaute Anlage,86.6,05.12.11,4628,Wolfwil,SO
Photovoltaik,Angebaute Anlage,86.8,14.11.11,4528,Zuchwil,SO
Photovoltaik,Angebaute Anlage,86.9,21.12.12,3324,Mötschwil,BE
Photovoltaik,Angebaute Anlage,87.1,22.07.16,8953,Dietikon,ZH
Photovoltaik,Angebaute Anlage,87.4,22.12.16,3608,Thun-Allmendingen,BE
Photovoltaik,Angebaute Anlage,87.4,30.03.15,8957,Spreitenbach,AG
Photovoltaik,Angebaute Anlage,87.4,21.12.10,4556,Aeschi,SO
Photovoltaik,Integrierte Anlage,87.4,25.09.14,7554,Sent,GR
Photovoltaik,Angebaute Anlage,87.5,23.12.11,5035,Unterentfelden,AG
Photovoltaik,Angebaute Anlage,87.6,11.09.15,6285,Retschwil,LU
Photovoltaik,Angebaute Anlage,87.7,25.09.12,8610,Uster,ZH
Photovoltaik,Angebaute Anlage,87.8,27.12.11,2873,Saulcy,JU
Photovoltaik,Angebaute Anlage,87.8,19.01.15,8196,Wil,ZH
Photovoltaik,Angebaute Anlage,87.9,30.03.15,5313,Klingnau,AG
Photovoltaik,Integrierte Anlage,87.9,29.12.11,1029,Villars-Sainte-Croix,VD
Photovoltaik,Angebaute Anlage,87.9,30.10.13,5430,Wettingen,AG
Photovoltaik,Angebaute Anlage,87.9,17.04.09,9413,Oberegg,AI
Photovoltaik,Angebaute Anlage,88,29.08.07,8404,Winterthur,ZH
Photovoltaik,Angebaute Anlage,88,01.11.07,8404,Winterthur,ZH
Photovoltaik,Angebaute Anlage,88,01.11.07,8404,Winterthur,ZH
Photovoltaik,Angebaute Anlage,88,22.12.11,6132,Rohrmatt,LU
Photovoltaik,Angebaute Anlage,88.1,22.12.11,3762,Erlenbach,BE
Photovoltaik,Angebaute Anlage,88.1,20.12.12,5728,Gontenschwil,AG
Photovoltaik,Angebaute Anlage,88.2,15.12.11,1279,Chavannes-de-Bogis,VD
Photovoltaik,Integrierte Anlage,88.3,17.09.12,3123,Belp,BE
Photovoltaik,Angebaute Anlage,88.3,25.11.11,4562,Biberist,SO
Photovoltaik,Angebaute Anlage,88.4,25.09.12,6312,Steinhausen,ZG
Photovoltaik,Angebaute Anlage,88.5,17.07.13,6153,Ufhusen,LU
Photovoltaik,Integrierte Anlage,88.6,29.09.15,2556,Scheuren,BE
Photovoltaik,Angebaute Anlage,88.6,31.07.12,8706,Meilen,ZH
Photovoltaik,Angebaute Anlage,88.7,24.08.15,3256,Bangerten b. Dieterswil,BE
Photovoltaik,Angebaute Anlage,88.8,28.09.12,8632,Tann,ZH
Photovoltaik,Integrierte Anlage,89.3,29.06.12,8242,Bibern,SH
Photovoltaik,Integrierte Anlage,89.3,28.09.12,8472,Seuzach,ZH
Photovoltaik,Angebaute Anlage,89.3,28.09.12,1000,Lausanne,VD
Photovoltaik,Angebaute Anlage,89.5,16.12.13,1607,Les Thioleyres,VD
Photovoltaik,Angebaute Anlage,89.6,21.09.11,8730,Uznach,SG
Photovoltaik,Angebaute Anlage,89.7,22.12.11,4207,Bretzwil,BL
Photovoltaik,Integrierte Anlage,89.9,08.06.10,3714,Frutigen,BE
Photovoltaik,Angebaute Anlage,90.1,16.08.12,1926,Fully,VS
Photovoltaik,Integrierte Anlage,90.1,15.07.13,6102,Malters,LU
Photovoltaik,Angebaute Anlage,90.1,27.09.16,5503,Schafisheim,AG
Photovoltaik,Integrierte Anlage,90.2,17.08.12,3116,Noflen,BE
Photovoltaik,Angebaute Anlage,90.2,17.12.13,6287,Aesch,LU
Photovoltaik,Integrierte Anlage,90.3,23.12.11,3986,Ried-Mörel,VS
Photovoltaik,Integrierte Anlage,90.3,04.12.12,1656,Im Fang,FR
Photovoltaik,Angebaute Anlage,90.5,16.12.14,4565,Recherswil,SO
Photovoltaik,Angebaute Anlage,90.5,17.12.14,7433,Donat,GR
Photovoltaik,Angebaute Anlage,90.5,06.09.13,1482,Cugy,FR
Photovoltaik,Angebaute Anlage,90.5,31.10.13,7153,Falera,GR
Photovoltaik,Angebaute Anlage,90.5,18.11.13,3454,Sumiswald,BE
Photovoltaik,Integrierte Anlage,90.6,06.01.15,6204,Sempach,LU
Photovoltaik,Angebaute Anlage,90.7,04.12.13,8212,Nohl,ZH
Photovoltaik,Angebaute Anlage,90.7,20.09.13,9524,Zuzwil,SG
Photovoltaik,Angebaute Anlage,90.7,19.12.14,6064,Kerns,OW
Photovoltaik,Angebaute Anlage,90.8,30.09.13,5737,Menziken,AG
Photovoltaik,Angebaute Anlage,90.9,09.09.13,6828,Balerna,TI
Photovoltaik,Angebaute Anlage,91,20.12.11,4514,Lommiswil,SO
Photovoltaik,Integrierte Anlage,91,24.07.15,7143,Morissen,GR
Photovoltaik,Angebaute Anlage,91,26.03.15,7260,Davos Dorf,GR
Photovoltaik,Angebaute Anlage,91.1,15.11.10,1312,Eclépens,VD
Photovoltaik,Angebaute Anlage,91.1,27.12.13,1020,Renens,VD
Photovoltaik,Angebaute Anlage,91.4,28.09.12,8555,Müllheim,TG
Photovoltaik,Angebaute Anlage,91.4,26.09.12,8254,Basadingen,TG
Photovoltaik,Angebaute Anlage,91.5,03.10.12,1439,Rances,VD
Photovoltaik,Integrierte Anlage,91.5,29.02.12,8505,Pfyn,TG
Photovoltaik,Integrierte Anlage,91.6,05.03.09,3033,Wohlen b. Bern,BE
Photovoltaik,Integrierte Anlage,91.8,27.09.12,3213,Kleinbösingen,FR
Photovoltaik,Angebaute Anlage,91.8,31.07.12,3998,Reckingen,VS
Photovoltaik,Angebaute Anlage,91.8,22.12.15,3613,Steffisburg,BE
Photovoltaik,Angebaute Anlage,91.8,25.09.12,6026,Rain,LU
